2020-01-11;12:05:54,0.0,331.0,Cerrado
2020-01-11;12:05:56,0.0,332.0,Cerrado
2020-01-11;12:05:57,0.0,327.0,Cerrado
2020-01-11;12:05:59,0.0,324.0,Cerrado
2020-01-11;12:06:00,0.0,321.0,Cerrado
2020-01-11;12:06:02,0.0,320.0,Cerrado
2020-01-11;12:06:03,0.0,317.0,Cerrado
2020-01-11;12:06:05,0.0,316.0,Cerrado
2020-01-11;12:06:06,90.55944055944056,289.0,Cerrado
2020-01-11;12:06:08,94.05594405594405,324.0,Cerrado
2020-01-11;12:06:09,92.83216783216784,158.0,Cerrado
2020-01-11;12:06:11,94.58041958041959,55.0,Cerrado
2020-01-11;12:06:12,94.93006993006993,56.0,Cerrado
2020-01-11;12:06:14,64.5104895104895,56.0,Cerrado
2020-01-11;12:06:15,76.04895104895105,327.0,Cerrado
2020-01-11;12:06:17,0.0,326.0,Cerrado
2020-01-11;12:06:18,0.0,324.0,Cerrado
2020-01-11;12:06:20,0.0,326.0,Cerrado
2020-01-11;12:06:21,0.0,327.0,Cerrado
2020-01-11;12:06:23,0.0,325.0,Cerrado
2020-01-11;12:06:24,0.0,319.0,Cerrado
2020-01-11;12:06:26,0.0,316.0,Cerrado
2020-01-11;12:06:27,0.0,316.0,Cerrado
2020-01-11;12:06:29,0.0,316.0,Cerrado
2020-01-11;12:06:30,0.0,317.0,Cerrado
2020-01-11;12:06:32,0.0,313.0,Cerrado
2020-01-11;12:06:33,0.0,313.0,Cerrado
2020-01-11;12:06:35,0.0,316.0,Cerrado
2020-01-11;12:06:36,0.0,312.0,Cerrado
2020-01-11;12:06:38,0.0,315.0,Cerrado
2020-01-11;12:06:39,0.0,317.0,Cerrado
2020-01-11;12:06:41,0.0,316.0,Cerrado
2020-01-11;12:06:42,0.0,317.0,Cerrado
2020-01-11;12:06:44,0.0,310.0,Cerrado
2020-01-11;12:06:45,0.0,308.0,Cerrado
2020-01-11;12:06:47,0.0,308.0,Cerrado
2020-01-11;12:06:48,0.0,308.0,Cerrado
2020-01-11;12:06:50,0.0,307.0,Cerrado
2020-01-11;12:06:51,0.0,307.0,Cerrado
2020-01-11;12:06:53,0.0,307.0,Cerrado
2020-01-11;12:06:54,0.0,308.0,Cerrado
2020-01-11;12:06:56,0.0,307.0,Cerrado
2020-01-11;12:06:57,0.0,313.0,Cerrado
2020-01-11;12:06:59,0.0,315.0,Cerrado
2020-01-11;12:07:00,0.0,316.0,Cerrado
2020-01-11;12:07:02,0.0,315.0,Cerrado
2020-01-11;12:07:03,0.0,315.0,Cerrado
2020-01-11;12:07:05,0.0,314.0,Cerrado
2020-01-11;12:07:06,0.0,315.0,Cerrado
2020-01-11;12:07:08,0.0,315.0,Cerrado
2020-01-11;12:07:09,0.0,315.0,Cerrado
2020-01-11;12:07:11,0.0,312.0,Cerrado
2020-01-11;12:07:12,0.0,310.0,Cerrado
2020-01-11;12:07:14,0.0,315.0,Cerrado
2020-01-11;12:07:15,0.0,313.0,Cerrado
2020-01-11;12:07:17,0.0,314.0,Cerrado
2020-01-11;12:07:18,0.0,314.0,Cerrado
2020-01-11;12:07:20,0.0,313.0,Cerrado
2020-01-11;12:07:21,0.0,317.0,Cerrado
2020-01-11;12:07:23,0.0,317.0,Cerrado
2020-01-11;12:07:24,0.0,317.0,Cerrado
2020-01-11;12:07:26,0.0,316.0,Cerrado
2020-01-11;12:07:27,0.0,316.0,Cerrado
2020-01-11;12:07:29,0.0,316.0,Cerrado
2020-01-11;12:07:30,0.0,316.0,Cerrado
2020-01-11;12:07:32,0.0,316.0,Cerrado
2020-01-11;12:07:33,0.0,316.0,Cerrado
2020-01-11;12:07:35,0.0,315.0,Cerrado
2020-01-11;12:07:36,0.0,315.0,Cerrado
2020-01-11;12:07:38,0.0,315.0,Cerrado
2020-01-11;12:07:39,0.0,314.0,Cerrado
2020-01-11;12:07:41,0.0,315.0,Cerrado
2020-01-11;12:07:42,0.0,315.0,Cerrado
2020-01-11;12:07:44,0.0,316.0,Cerrado
2020-01-11;12:07:45,0.0,316.0,Cerrado
2020-01-11;12:07:47,0.0,316.0,Cerrado
